timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1784610414232,18,GET CSRF Token,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-2,text,false,,2631,0,2,5,0,0,18
1784610414815,5,GET CSRF Token,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-3,text,false,,2631,0,3,8,0,0,5
1784610415427,10,GET CSRF Token,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-4,text,false,,2631,0,4,11,0,0,10
1784610416022,6,GET CSRF Token,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-5,text,false,,2631,0,5,13,0,0,6
1784610416722,22,Login (Supervisor),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-5,text,false,Test failed: code expected to contain /200/,2631,0,5,15,0,0,22
1784610416720,24,Login (Supervisor),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-1,text,false,Test failed: code expected to contain /200/,2631,0,5,15,0,0,24
1784610416721,22,Login (Supervisor),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-4,text,false,Test failed: code expected to contain /200/,2631,0,5,15,0,0,21
1784610416720,24,Login (Supervisor),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-3,text,false,Test failed: code expected to contain /200/,2631,0,5,15,0,0,24
1784610416721,25,Login (Supervisor),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-2,text,false,Test failed: code expected to contain /200/,2631,0,5,15,0,0,24
1784610417007,3,GET CSRF Token (post-login),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-1,text,false,,2631,0,5,15,0,0,2
1784610417305,3,Aprobar Imagen en Cuarentena,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-1,text,false,Test failed: code expected to contain /200/,2631,0,5,16,0,0,3
1784610417061,2,GET CSRF Token (post-login),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-5,text,false,,2631,0,5,15,0,0,2
1784610417051,3,GET CSRF Token (post-login),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-4,text,false,,2631,0,5,15,0,0,3
1784610417124,2,GET CSRF Token (post-login),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-3,text,false,,2631,0,5,16,0,0,2
1784610417052,2,GET CSRF Token (post-login),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-2,text,false,,2631,0,5,15,0,0,2
1784610417573,3,Aprobar Imagen en Cuarentena,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-4,text,false,Test failed: code expected to contain /200/,2631,0,5,16,0,0,3
1784610417578,8,Rechazar Imagen en Cuarentena,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-1,text,false,Test failed: code expected to contain /200/,2631,0,5,16,0,0,8
1784610417600,4,Aprobar Imagen en Cuarentena,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-5,text,false,Test failed: code expected to contain /200/,2631,0,5,16,0,0,3
1784610417625,2,Aprobar Imagen en Cuarentena,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-3,text,false,Test failed: code expected to contain /200/,2631,0,5,17,0,0,2
1784610417654,3,Aprobar Imagen en Cuarentena,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-2,text,false,Test failed: code expected to contain /200/,2631,0,5,17,0,0,3
1784610417752,6,Rechazar Imagen en Cuarentena,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-5,text,false,Test failed: code expected to contain /200/,2631,0,5,17,0,0,6
1784610417759,2,Rechazar Imagen en Cuarentena,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-4,text,false,Test failed: code expected to contain /200/,2631,0,5,17,0,0,2
1784610417590,3,GET CSRF Token,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Aprobacion/Rechazo Concurrente 2-1,text,false,,2631,0,5,16,0,0,3
